id,smile
327,CCCC(=O)N(CCC(C)C)c1cc(C(O)=O)c(O)cc1
328,NC(=S)NC1SC2C(N=1)=C(Cl)C=CC=2C(F)(F)F
329,BrCCC(C)N(c1ccc(F)cc1)c2c(C)cccc2
330,ClCCCCN(CC1OCCC1)C(CC(C)C)C(O)=O
331,Clc1c(F)cc(cn1)C(F)(F)F
332,OC1C=C(Cl)C=C(F)C=1
333,COC(=O)N1C2=C(CC1)C=C(OC)C(OC)=C2
334,FCC(=C)Cl
335,CC(O)C1C(Cl)=C(F)C=CC=1
336,COC1C=C(C=CC=1)C(=O)/C=C/C2=CC=C(F)C=C2
337,CC1CCN(CC1)CC(O)COC2C(CCC(C)C2)C(C)C
338,Cl.CC(C)=CCN1[C@@H]2C(C)[C@@](CC1)(C)c3c(ccc(O)c3)C2
339,OC(=O)[C@@H](CCCCNC1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1)NC(=O)OCC2C3=C(C=CC=C3)C4=C2C=CC=C4
340,ClC1=NN=C(C=C1)C(C)NC(=O)OCC2=CC=CC=C2
341,COC(=O)CN(c1c(Br)cccc1)c2c(C)cc(\N=N\c3c(C)cccc3)cc2
342,CCCC[Sn](CCCC)(CCCC)C1=CC2=C(C=CN=C2)C=C1
343,NCCCOC1C(Br)=CC=CC=1
344,C/N=c1nc(cs\1)[C@@H]2N(CCC2)C(=O)OC(C)(C)C
345,CCOC(=O)C1CC(C)=NN1
346,N#CC1=CC(=CC=C1)NC(=O)C2=CC(=CC=C2F)S(=O)(=O)C3CS(=O)(=O)CC3
347,Cl.ClCN1CCOCC1
348,OC(=O)C(O)=O.NC1CC2(OC1)CN(CCC2)C(=O)OC(C)(C)C
349,COC1C(O)=C(OC)C=C(C=1)/C=C2C(=O)N(C(=O)N\2)C3=CC=C(Cl)C=C3
350,CSC1=CC=C(C=C1)CCC(=O)C2=CC(Br)=CC=C2
351,C#CCOC1C(C(O)=O)=C(C)C(C)=NN=1
352,BrC1=CC(=C(C)C=C1)C2C(C(O)=O)=CN(C)N=2
353,COC1C(F)=C(C=CC=1)C(C)=O
354,OC(=O)CN1C2=C(C=CC=C2F)N=C1C
355,C=CCC1(CBr)CC=CC1
356,N#CC1C(Cl)=CC(NCC2CC2)=CC=1
357,Br.COC1=CC(Br)=C(C(Br)=C1)NC2=NC(=CS2)C3N4C(N=CC=C4)=NC=3C
358,CC(=O)NC(=O)OC(C)(C)C
359,O[C@H]1[C@@H](CS(=O)(=O)C1)N(C)C2CCC2
360,OC(=O)COC1=CC(=CC=C1)C(C)=O
361,OC1CCN(CCC1)C(C)=O
362,N#CC1C(=O)C2=C(NC=1)C(F)=CC=C2
363,C1=CC=C(C=C1)COC(=O)N[C@H](C(C)C)C2=NC(C(O)=O)=C(C)O2
364,ClC1C2CC(CC2)C1
365,NCCCCCCOC1C=C(C)C(Br)=CC=1
366,CNC1C(=CC(Br)=CC=1)C(=O)C2=CC=CC=C2
367,CC1C(C)=C2C(C=CC=C2)=C(N)C=1
368,O=[N+]([O-])C1C=C2C(=CC=1)SC(=N2)N3C[C@H](O)CC3
369,CCCOC1=CC=C(C=C1)C2(N)C(C)CCCC2
370,CC(C)COC1C=C(B(O)O)C=C(F)C=1
371,OC(=O)CCN1C(COC2=CC=CC=C2)=NN=C1
372,Cc1ccc(cc1)N(S(=O)(=O)C=C)S(=O)(=O)c2c(C)cc(C)cc2C
373,OC(=O)C[C@@H](N)CC1=CC=C(I)C=C1
374,Clc1nc(C)c(Cl)cc1
375,NCCC1C=C(C=CC=1)C(=O)OC
376,Cl.COC1C(OC)=CC2=C(CC(=O)N(CCCN(C)CC3C=C(C4(OC)CCC4)C(=CC=3)C5(OC)CCC5)CC2)C=1
377,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@@H]1[C@]2(C)[C@](CC1)([H])C3[C@](CC2)([H])[C@@]4(C)C(C[C@@H](O)CC4)=CC=3
378,CCCOC(=O)CN(CC(N)=O)c1ccc(cc1)S(=O)(O)=O
379,CCCCCCCCCCCCCCCCN(S(=O)(C)=O)c1c2c(cccc2)ccc1
380,[Sr+2].OC(=O)C1C(O)=C(CC2C3C(=CC=CC=3)C=C(C(O)=O)C=2O)C4C(=CC=CC=4)C=1
381,N#CC1C([N+](=O)[O-])=CC(=CN=1)C(F)(F)F
382,CN1C=C(C=C1)CNC(=O)C2(O)CC3C(=CC=CC=3)CC2
383,OCC[C@@H]1C(=CO[C@@H](OC2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H]1C=C)C(=O)O[C@@H]3[C@H](C)[C@]4([H])[C@@](C3)([H])C(C(=O)OC)=CO[C@H]4OC5[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5
384,Clc1ncc(cc1)N(Cc2ccccc2)C(C)C(O)=O
385,NCCCN1CC(C)CCC1
386,CCCCCCCCCCCCCCCC(=O)N(CC)c1c(O)ccc([N+](=O)[O-])c1
387,NC(=O)NC[C@H](C(O)=O)NC(=O)OCC1C2=C(C=CC=C2)C3=C1C=CC=C3
388,Cl.C1NC[C@@H](CC1)OCC(=O)C2N=CC=NC=2
389,NNC(=O)c1cc(B(O)O)cc(Br)c1
390,NCCCCCOC1=CC=C(C=C1)OC(F)(F)F
391,CCCOC1=C(C(=O)NN)C=NN1CC(C)C
392,CCOC(=O)C1(CN)CCCCC1
393,CCCOC1=CC=C(C=C1)N2C(=O)C3C4(C(C)=O)C5=C(C=CC=C5)C(C6=C4C=CC=C6)C3C2=O
394,COC(=O)C1=C(N)C(C)=NC=N1
395,OCC(O)CN(c1ccc(Cl)cc1)S(=O)(=O)c2c(C)cc(C)cc2C
396,CCCC\C=C/CCCCCCCCCCCCO
397,OCC1=C(Cl)C=C(I)C=C1Cl
398,I.NC(=N)N(C)/N=C([H])/C1=CC=CC=C1
399,CC(=O)NC1=C(C(O)=O)C=C(C)C=C1
400,[H]Cl.CC(C)CNCC1C(C)=NN(C)C=1
401,FC1C=C(C=CC=1)C2N=C(ON=2)C3C(=O)C=CN(C4=CC(F)=CC=C4)N=3
402,NC(=O)C1C=C(C=CC=1)NC(=O)C2=CC=NC=C2
403,NC1C2C(=NC=CC=2)ON=1
404,O=C1C2C(CCSC2)=NO1
405,CCCCCCCCC(C(O)=O)N(C1CCCCC1)c2c(cccc2)C(O)=O
406,NCC1OC(C)(C)C(=O)N(CC2N=CC=CC=2)C1
407,O=C([O-])N(C(C)(C)C)C1C(N)=C(Cl)C=CC=1
408,ClCCCCN(C(=O)CC(=O)OCC)c1c(cccc1)C(O)=O
409,O[C@H]1C(=O)OCC1
410,CCOC(=O)C(CCC)C(=O)C1=CC=CC=C1
411,CC1=CC=C(C=C1)CS(=O)(=O)CC(=O)NC2=CC=CC=C2
412,CCOC(=O)CCCC(=O)C1=CC=C(OCC2=CC=CC=C2)C=C1
413,FC1=CC(=C(F)C=C1)NC(=O)CS(=O)(=O)C2SC=CC=2
414,COC(=O)C1=C(Br)C=C2C(OCO2)=C1
415,COC(=O)N(c1ccc(Cl)cc1)c2c3c(CCC3)ncn2
416,COC1=CC(=CC=C1)C(=O)C2C=C(Cl)C=C(F)C=2
417,FC(F)COC1C(Br)=CC([N+](=O)[O-])=CC=1F
418,CC(O)CCC1CCCC1
419,Cl.C1=CC=C(C=C1)COC(=O)N2C3C(=CC=CC=3)C4(CCNCC4)CC2
420,NCCC(CCO)C1CNCCC1
421,ClCC(=O)N1CCN(CC1)C2=C(C#N)C=CC=C2
422,O=C1CC(CN1)(C)C2C3=C(C=CC=C3)NC=2
423,CCC(N)Cc1c2c(ccc1)n(CC(C)CC)cc2
424,FC1N=C(C=CC=1)NC2CC(F)(F)C2
425,COCC(=O)N(C1CCCCC1)c2c(O)ccc([N+](=O)[O-])c2
426,NC1CN(CC1)C2=C3C(C=CC=C3)=CC=C2
427,Cl.Cl.ClC1=CC=C(C=C1)C(N)C2=CC=NC=C2
428,O=[N+]([O-])c1cc2c(cc1)nc(s2)N(C(=O)C(C)C)C(C)(C)C
429,CCOC(OCC)CN(c1nc(OC)nc(C)n1)c2c(Cl)nc(Cl)nc2
430,Br[Zn]C1=CC=C(C=C1)C(OC)OC
431,BrCCC(C)N(N=C(N)N)c1scnc1
432,CC(=O)CN(C(C)C(O)=O)c1ccc(O)cc1
433,CP(=O)[O-]
434,CCC(C(=O)NCC1N2C(=NN=1)C(=CC=C2)C3=NC(C)=NO3)C4=CC=CC=C4
435,C1CCCN(CCC1)C(=O)C2CCC2
436,CC1CCN(CC1)C(CN)C2C(Cl)=CC=CC=2F
437,NC1=CC(=NC=C1)OC2CNCC2
438,N#CCCN(N)C1SC2C(=CC=CC=2)N=1
439,CN(C)CC(C1SC(Br)=CC=1)C2C3=C(C=CC=C3C)NC=2
440,FC1C(C(=O)OC(=O)C2=C(C=CC=C2F)C(F)(F)F)=C(C=CC=1)C(F)(F)F
441,IC1=CC(=CC=C1)C(=O)C(F)(F)F
442,CCCCCNC(C)C
443,CC(C)=CCN(C(=O)c1ccc([N+](=O)[O-])cc1)c2ccc(cc2)S(=O)(=O)N([Na])c3nc4c(cccc4)nc3
444,Cl.NOCC1=CC=C(C=C1)N2N=CC=C2
445,OC1C=C2C(=C(O)C=1)C(=O)C3=C(C=CC=C3)O2
446,C1=CC=C(C=C1)CN2C(OCC3CC3)=C(C=N2)S(=O)(O)=O
447,C1=CC=C(C=C1)CO[C@@H](COC(=O)C2=CC=CC=C2)COS(=O)(=O)C3=CC=C(C)C=C3
448,OC(=O)CC1=CC=C(C=C1)C(=O)NC
449,NC(=O)C(=O)C1C2=C(C=CC=C2)N(C=1)C3=C(Cl)C=C(C=N3)C(F)(F)F
450,COC1=C(C=CC=C1)NC(=O)CC2N(C)C(SCC(=O)NC3C=C(C)C(C)=CC=3)=NN=2
451,O=[N+]([O-])C1C(N)=C2C(N=CC=C2)=C(C=1)C(F)(F)F
452,COCC(=O)N(CC(N)=O)c1ccc(cc1)S(=O)(=O)Nc2ncccn2
453,CCOC1C(F)=C(N=CN=1)C(O)=O
454,BrC1=CC=C(C=C1)SC2=C(CCl)C(C3=CC=CC=C3)=NN2C
455,Cl.NNC1N=C(C)C(Br)=CC=1
456,COC1=C2C(CNCC2)=C(OC)C(Cl)=C1
457,CCOC(=O)C1=C(C)N2C(N=C1)=CC(C3=CC=C(OC)C=C3)=N2
458,O.Cl.O=CC1=CC(CN(C)C)=C(OC)C=C1
459,CCOC1=CC=C(C=C1)C(=O)C2S(=O)(=O)C3C(=CC(F)=CC=3)N(C4=CC=C(C=C4)C(=O)OCC)C=2
460,ClCC(=O)N(CC(C)=O)c1cc(C)ccn1
461,C1CC(OC1)CNC2C=C(N=CC=2)C(F)(F)F
462,CC1=CC(=CC=C1)C2N(N=NC=2C(O)=O)CC3=C(F)C=CC=C3F
463,CCOP(OCC)(=O)C(=O)c1cc(ccc1)C(F)(F)F
464,CC1C=C(NN=1)C(F)(F)F
465,c1cc2c(cc1)c(cn2)CCN3C(=O)[C@@]4(C)[C@@](CC=CC4)(C)C3=O
466,COC(=O)C(C)N(CCc1c2c(cccc2)nc1)S(=O)(=O)c3ccccc3
467,COC(=O)C1=C(C)OC(C)=N1
468,C[Si](C)(C)OC(=C)C(C)(C)C
469,O=[N+]([O-])C1N(C)C(/C=N/N2C(=O)OC(CN3CCOCC3)C2)=NC=1
470,CC(O)=O.FC1=CC=C(C=C1)C2=CC(=O)NN2
471,CCOC1C(OCC2C=C(F)C=CC=2)=CC=C(C(O)=O)C=1
472,N#CC1(C(O)CC2=CC=CC=C2)C3C(=CC=CC=3)CC1
473,Cl.CCOC1C(Cl)=CC(NC(=O)CNC2=CC=CC=C2)=CC=1
474,BrCCCN(CCNC(C)=O)c1ccc(cc1)c2nc(NCC3OCCC3)sc2
475,CCOC(=O)C1(N)C=CCC1
476,CCOC1=C(C#N)C(C(C#N)=C(N)O1)c2c3c(cccc3)c(C)cc2
477,CCN1CCN(CC1)C2=CC=C(C=C2)NC3N=C(N=CN=3)N(C)C(=O)NC4=C(Cl)C(OC)=C(Cl)C(OC)=C4Cl
478,CCOC(=O)C1C2=C(CCCC2)SC=1NC(=O)C3=CC=C(Br)C=C3
479,FC1=CC=C(C=C1)N2CCN(CC2)C3=NC4C(=CSC=4C(=O)N3)C5C(Cl)=CC=CC=5
480,c1ccc(cc1)N(C(C)(C)C)c2c(O)cccc2
481,CCOC(=O)C1(CC)CN(CCC1)C(=O)OCc2ccccc2
482,CCOC(=O)\C(C#N)=C(\OC)/C=C/N(C)C
483,CCCCN(c1c(cccc1)C(O)=O)c2c(cccc2)[N+](=O)[O-]
484,COC1=C(OC)C=C2C(N=C(Cl)C=C2C)=C1
485,OC(=O)C1=C(C=C(Cl)C=C1)C2=CC(Cl)=C(F)C=C2
486,CCCCOC1=CC=C(C=C1)C(=O)C2=CC(C)=CC=N2
487,COC1=CC2C(C=C1)=C(Br)C=NC=2
488,OCCCOC(=O)C1=CC=C(N(C)C)C=C1
489,Cl.CC(=O)CCC(N)C(=O)OC
490,OC(=O)CC(C)N(C(C)(C)C)c1c(cccc1)[N+](=O)[O-]
491,Cl.OC(=O)C(N)CCC1C(=NNC=1)C(F)(F)F
492,CCCCCC(=O)N(CCC)CC(=O)N(CC1=CC=C(C)C=C1)CCC2C3=C(C=CC=C3)NC=2
493,CC(C)(C)OC(=O)N1CC(OCC1)C2=NC(=CC=C2)B3OC(C)(C)C(C)(C)O3
494,COC(=O)CN(CCO)c1cc(Br)nc(Br)c1
495,COC1=CC=C(C=C1)C2=C3C(C=CC=C3)=C(Br)C=C2
496,NNC1C(C(O)=O)=CC=C(B(O)O)C=1
497,OB(O)C1C=C(Cl)C(Cl)=CC=1
498,OCC1CN(CC1)C2=NC(C)=CC(C)=N2
499,CCOC1=CC=C(C=C1)C(O)C2=CC(Br)=CC=C2
500,CCOC1=CC=C(C=C1)C(=O)OC2C(OCC)=CC(/C=N/NC(=O)C3C=NC=CC=3)=CC=2
501,NC(=O)C1C=C(ON=1)C2OC=CC=2
502,Cl.c1ccc(cc1)COC(=O)N2CCC3(CNCC3)NC(=O)C2
503,COC(OC)CN(c1c(Br)cccc1)c2c(cccc2)[N+](=O)[O-]
504,CCCCCCCCCCCCCCCC(=O)N(Cc1cc(O)ccc1)C(C)C(O)=O
505,CCOC(=O)CC(=O)N(CCCO)S(=O)(=O)c1ccccc1
506,FC1C=C2C(=NC=1)C=CN2C
507,CCC1=CC=C(C=C1)CC[Si](OC)(OC)OC
508,Fc1cc(c(Br)cc1)C2(C(O)=O)CC2
510,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](OC2=CC=C(COC(=O)CC(C(O)=O)(O)CC(=O)OCC3=CC=C(C=C3)O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)C=C2)O1
511,O=S(Cl)(=O)C1C=C(OC=1)C2OCCO2
512,O=[N+]([O-])c1ccc(cc1)CN(Cc2sc(Cl)nc2)C3CCCCC3
513,NC(=N)NCCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]1N(CCC1)C(=O)[C@H](CCCNC(N)=N)NC2C([N+](=O)[O-])=CC([N+](=O)[O-])=CC=2)CC3C4=C(C=CC=C4)NC=3)C(=O)N[C@@H](CO)C(O)=O
514,[NH3+]CCCO[C@@H]1CC(=C/C=C2[C@H]3[C@@](CCC\2)(C)[C@H](CC3)[C@H](C)CCCC(C)(C)O)/C(=C)CC1
515,CC1=CC=C(C=C1)CNC(=O)C2=C(N)N(CC3C=C(F)C=CC=3)N=N2
516,C\N=C1N(C)C(=O)C(=C\C2=CC(I)=C(O)C=C2)/S\1
517,CCNC(CC)C#N
518,CC(=O)NC1=CC=C(C=C1)NC2C(C)=NNC(=S)N=2
519,OC(=O)C(C1OC=CC=1)N2CC(CCC2)NC(=O)OC(C)(C)C
520,O=C1NC2C(C1)=CC(C)=C(Br)C=2
521,Cl.C(CCNC(=O)COC1C(=CC=CC=1)[C@@H](CCC2=CC(OC)=C(OC)C=C2)OC(=O)[C@H]3N(CCCC3)C(=O)[C@@H](CC)C4=CC(OC)=C(OC)C(OC)=C4)CCCC(=O)N[C@@H](C(C)(C)C)C(=O)N5[C@@H](C[C@@H](O)C5)C(=O)N[C@@H](C)C6=CC=C(C=C6)C7=C(C)N=CS7
522,C1=CC=C(C=C1)COC[C@@H]2[C@H](OCC3=CC=CC=C3)[C@H](OCC4=CC=CC=C4)C=[N+]2[O-]
523,OB(O)c1ccc(cc1)Oc2c(F)cccc2
524,OC[C@@H](N)C1=C(O)C(OC)=CC(OC)=C1
525,O=C1NC=C(C=C1)S(=O)(=O)N2CCCCCC2
526,CC(C)C1=C(O)C=CC(N)=C1
527,CCOC(=O)C1=NC2C(=CC(C)=NC=2)C(Cl)=C1
528,Cl.Cl.CN(C)CCNC(=O)C1CC2=C(C=CC=C2)CN1
529,N#Cc1ccc(cc1)NC(=O)Cn2cc(Cl)cn2
530,FC1C=C2C(=CC=1)N=CC(F)=C2
531,CCCCCCCCCCCCCCCCN(c1ccc(Cl)cc1)c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2
532,CC(C)=CCN(C(C)=O)c1ccc(cc1)S(=O)(=O)NC(=O)c2ccccc2
533,COC1=C(OC)C=C(CNC(=O)CN2C(C)C3=C(CC2)C4=C(C=CC=C4)N3)C=C1
534,OC(=O)C1=C(Br)C(=NN1C)C2=CC=CC=C2
535,CC1=CC(=CC=C1)OCC2=CC(=CC=C2)C(O)=O
536,OC(=O)C(C)N(c1ncccc1)c2nc(Cl)cnc2
537,CC1=CC(=C(C)C=C1)N2C3=C(CCCCN3)C(=N2)C4=C5C(C=CC=C5)=CO4
538,NC(=O)C(N)C1=CC=C(C=C1)C(F)(F)F
539,Cl.C1CC(OC1)C2C3(CC4NC(CC4)C3)C2(F)F
540,OC1N=C(O)C(Br)=C(C)N=1
541,O=C1N[C@]2([H])C(C=C1)(C)C3([H])C(CC2)([H])[C@@]4([H])C(CC3)(C)[C@@H](C(O)=O)CC4
542,CCCCCSSC
543,CCOC(=O)C1C(=CSC=1N)C2C(Cl)=C(Cl)C=CC=2
544,C1=CC=C(C=C1)CCN2C(=NN=C2S)C3=CC(=CC=C3)S(=O)(=O)N(CC)CC
545,[H]Cl.CN(C)CC1CNCC1
546,CC(C)OC1=CC=C(C=C1)C2N=C(ON=2)C3C(=O)C=CN(C4=CC(F)=CC=C4)N=3
547,FC1C(F)C(F)C(F)C1F
548,Brc1cc(ccc1)[C@@H]2NCCCC2
549,OC(=O)CC(C)N(c1ncccc1)c2ccc(cc2)S(=O)(N)=O
550,CC(=O)NCCN(c1ccc(cc1)S(=O)(=O)NC(=O)c2ccccc2)C(C)(C)C(O)=O
551,CC1=C(Br)C2=C(C=CC=C2)C=N1
552,CC1=CC(C)=C(C=C1)OC2=CC(=C(N)C=C2)C(F)(F)F
553,COCC(S(=O)(=O)Cl)C1CC1
554,CCCCC[C@H](O)C#C[C@@H]1[C@]2([H])[C@](CC(=C\CCCC(O)=O)/C2)([H])C[C@H]1O
555,OC(=O)C1=C2N(C=N1)C(=CC(C)=N2)C(F)(F)F
556,BrC1=C(C=CC=C1)C(C2CC2)C3(N)CC3
557,NCC1=CN(C=N1)CC2=CC=C(Br)C=C2
558,COC(=O)[C@@H]1C[C@@H](CCN1)c2ccc(F)cc2
559,Clc1ccc(cc1)N(C(=O)c2c(Br)cccc2)c3c(cccc3)S(=O)(O)=O
560,FC(F)(F)OC1C=C2C(=CC=1)C(N)CO2
561,OC(=O)C[C@@](NC(=O)OC(C)(C)C)([H])CC1=CC(=CC=C1)C(F)(F)F
562,CCCOC1=CC=C(C=C1)/C=C(C#N)/C(=O)OCCN2C(=O)C3C(=CC=CC=3)C2=O
563,CNCC1=CN(N=C1)C2=NC=CN=C2
564,CC(C)(C)OC(=O)N1[C@@H](C(O)=O)CC2C(=CC(F)=CC=2)C1
565,OC(=O)[C@]1(N)C2=C(C=CC=C2)CCC1
566,CCC1=C(N)N=CS1
567,IC[C@@]12[C@](CC(C)(C)CC2)([H])C3[C@](CC1)(C)[C@]4(C)C(CC=3)([H])[C@@]5(C)[C@](CC4)([H])C(C)(C)[C@](O)([H])CC5
568,O=CC1C2C(=CC=CC=2)N(CC3=CC=C(I)C=C3)C=1
569,CCOP(OCC)(=O)C(Br)(Br)P(OCC)(=O)OCC
570,NCC1(C(C)(C)O)C2OC(CC2)C1
571,NNC(C)c1cc(F)c(OC)cc1
572,OC(=O)C1CN(CCC1)C2SCCN=2
573,CC(C)(C)OC(=O)NC1=CC(Cl)=CC(Cl)=C1
574,FC(F)OCC1CNC1
575,OC(=O)C1=CC([N+](=O)[O-])=C(C=C1)OC2=CC(Cl)=CC(Cl)=C2
576,CC(C)(C)OC(=O)N1CC(CC2CNC2)C1
577,OC(=O)c1nn(cc1)C2CN(C(=O)OC(C)(C)C)C2
578,NCCc1cc(OC)c(cc1)C(=O)OC
579,Cl.OC(C(C)(C)N)C(F)(F)F
580,OB(O)C1C=NC(=CC=1)C2=CCCCC2
581,S=C=NC(=O)COC1=C(F)C=CC=C1
582,CCOC(=O)C1=NN(C=C1)CC2=CC=CC=C2
583,C=CCN1C(=O)\C(C(=O)NC1=S)=C/C2=C(C)N(C(C)=C2)C3=CC=C(C(C)C)C=C3
584,CSC1=C(C=CC=C1)C2C=C(C(O)=O)C=C(O)C=2
585,N#CC1C(F)=CC(Cl)=CC=1
586,OC(=O)C1CN(C(C)CC1)C(=O)CC2SC=CC=2
587,CCOC(=O)CC1N=C(ON=1)C2C=C(C=CC=2)C(F)(F)F
588,COC1=CC(=CC(=C1)N2CCN(CC2)C(=O)OC(C)(C)C)B3OC(C)(C)C(C)(C)O3
589,OCC[C@@H](N)C1=CC2C(C=C1)=CC3C(=CC=CC=3)C=2
590,CCCOC(=O)CN(CCC(O)=O)CC(O)C(=O)OC
591,CCN(CC)C(C(O)=O)CC1C=C2C(OCO2)=CC=1
592,FC1C(=CC=CC=1)NC(=O)CSC2N(CC)C(=O)C3=C(N=2)C4=C(C=CC=C4)O3
593,BrCCCC1C(=CC(O)=CC=1)B(O)O
594,COC1C2C(C=C(Br)C=1)=C(C)N=C(N)N=2
595,O=[N+]([O-])C1=CC(=C(OC)C=C1)C23CC4CC(CC(C4)C3)C2
596,COC1=CC(=CC=C1)NC(=O)C2C(N)=CC=CC=2
597,CC(=O)C1=NC(=NC=C1)C(F)(F)F
598,COCC(=O)N(C(=O)CCl)c1ccc(N(C)C)cc1
599,O=[N+]([O-])C1=CC([N+](=O)[O-])=C(C=C1)N2C(C)=C(C=O)C(C)=N2
600,CNCC1C(=CC(Cl)=CC=1)C(F)(F)F
601,N#CCC1C=C(ON=1)C2=CC=C(Cl)C=C2
602,CCN(CC1=CC=CC=C1)CC2NCCC2
603,COCC(=O)N(S(=O)(C)=O)C(CC)c1ccccc1
604,c1ccc(cc1)CN(C(C)(C)C)c2c(Cl)ccc(Cl)c2
605,CC(C)CCNC(C)C(=O)c1cc2c(OCCO2)cc1
606,CC1OC(=CC=1)\C=C\C(=O)N2CCN(CC2)C3C4=C5C(CCCC5)=NN4C=CN=3
607,O=CC(C)(C)C1COCCC1
608,N#CC1C=C(C(OCC2=CC=CC=C2)=CC=1)B3OCC(C)(C)CO3
609,CCNC1C=C2C(NC=C2)=CC=1
610,COC1C(N)=C(C)C(Cl)=NC=1
611,Cl.CCCCNCC1=CC=C(OC)C=C1
612,CNC1SC(=C(C)N=1)C(=O)C2=CC=C(C)C=C2
613,N1CCC(CC1)C2C3C(=CC=CC=3)CCO2
614,NC(=O)C1C2C(=CC(Br)=C(Br)C=2)NC=1
615,CCC1C([N+](=O)[O-])=CC(Br)=NC=1
616,CC(C)(C)OC(=O)N1CC(CCC1)CNC(C)C2NC=CC=2
617,CCCC(=O)N(C(C)c1ccccc1)C(=O)c2ccccc2
618,CCOC(=O)C1=C(Cl)C2C(N=C1)=C(C=CC=2)C3=CC=CC=C3
619,OC(=O)/C=C/C(=O)N1CC2C(COC2)CC1
620,FC1=C(Cl)C(=CC=C1)C(=O)C2CC2
621,CSc1n(S(=O)(C)=O)nc(n1)c2occc2
622,SC(=N\N=C\C1C(Cl)=C(Cl)C=CC=1Cl)/NC2=CC=CC=C2
623,BrC1C=C2C(=CC=1)C3(CN2)CC3
624,OC1=NC=C(C=C1)C2=CC=C(Cl)C=C2
625,CSC1C=C(C=CC=1)C2=C(O)N=CC(C(O)=O)=C2
626,NC1=CC(=C(C)C=C1)C(=O)C(F)(F)F
627,CC(N)COCC1=CC(Cl)=CC(Cl)=C1
628,ClC1=NN=C(C=C1)NC2CC(C)(C)NC(C)(C)C2
629,C=CC1=C(B(O)O)C=C(F)C=C1
630,O=C1CSCCSC1
631,BrCCC(C)N(C(C)(C)C)c1c(C)cc(Br)c(C)c1
632,OC(=O)CC1NC(=NN=1)C2=CC=C(Cl)C=C2
633,c1ccc(cc1)C(=O)NS(=O)(=O)c2ccc(cc2)N(c3ncccc3)C(=O)c4ccccc4
634,Cl.N[C@H]1C[C@H](F)CC1
635,CCCCOC(=O)CN(C(C)C(=O)OC)c1sc(=S)nn1
636,C=CCOc1cc(ccc1)B2OC(C)(C)C(C)(C)O2
637,ClC1C=C(NCC2NCCC2)C(C)=CC=1
638,OC(=O)C1C=C(N(C)N=1)C2N(C)C(S)=NN=2
639,OCC(O)CN(C(CC(C)C)C(O)=O)c1cc(C)c(cc1)S(=O)(O)=O
640,COC(=O)C1=CC(O)=C(N(C)C)C=C1
641,CCCCCCCCC(=O)N(CC(O)CO)c1c(cccc1)C(O)=O
642,CC(C)CN1C2=C(C(C)CC2)C(O)=N1
643,Br.BrCC1=CC(N)=CC=C1
644,CNC(C(N)=O)(C)C1=CC=NC=C1
645,ClC1=CC=C(C=C1)C2=C3N(N=C2C)C4=C(C=N3)C(=O)N(CCC5C6=C(C=CC=C6)NC=5)C=C4
646,CCOC(=O)C(C(=O)OCC)N(Cc1cc(F)ccc1)C(=O)c2ccccc2
647,CCCNCC1SC=CC=1
648,OC(=O)C1=CN(N=C1)CC2=CC=C(C=C2)C(F)(F)F
649,CCN(CC)CCNC(=O)c1c(OCC=C)cc(cc1)C(F)(F)F
650,COC1=CC=C(C=C1)NC2=CN(C)N=C2
651,FC1=CC(=CC=C1)C2=NNNN2
652,OC(=O)CCC1C(CC(C)C)=NNC=1
653,CCOC(=O)C1=CC=C(C=C1)[C@H](C)N2C(=O)CC(=N2)C3=CC(Cl)=CC(Cl)=C3
654,N#CNC(=N)NS(=O)(=O)c1ccc(C)cc1.CC(N)Cc1ccccc1
655,O=C1CCC(CC1)(C#N)C2C(Cl)=CC(Cl)=CC=2
656,COCC(=O)N(CCO)c1c(C)ccc([N+](=O)[O-])c1
657,CCOC(=O)NC(CN)c1ccccc1
658,ClC1=CC=C(C=C1)C2=C(N)N(N=C2)C3=CC(Cl)=C(F)C=C3
659,OCC1CCN(CC1)C(=O)C2C(C)=CC=C(N)C=2
660,NC(=O)C1=CC(C)=NC(C)=C1
661,C1=CC=C(C=C1)NC(=O)CC2C(=O)N(CC)C(/S2)=N\S(=O)(=O)C3SC=CC=3
662,ClC1=CC=C(C=C1)C2N=C(C(O)=O)C(C(O)=O)=NC=2
663,CCCCCCCCCCCCCCN(CCCCCl)c1c(C)cc(Br)c(C)c1
664,[Tl+].O=Cl(=O)[O-]
665,N#CCC1C(Cl)(Cl)C1
666,C1CN(CC1)C2=C(F)C=C(C=C2)C=C3C(=O)C4C(=CC=CC=4)C3=O
667,COC1=CC=C(C=C1)C(=O)OC(C2=CC=CC=C2)C(=O)C3=CC=C(C)C=C3
